number,title
1193,Made in U.S.A
1194,Au hasard Balthazar
1195,The Nun
1196,Django
1197,King of Hearts
1198,Time to Die
1199,Daisies
1200,The Endless Summer
1201,Fahrenheit 451
1202,The Swinger
1203,Blow-Up
1204,El Dorado
1205,The Trouble with Angels
1206,Persona
1207,A Man for All Seasons
1208,Seconds
1209,Nevada Smith
1210,Harper
1211,The Sand Pebbles
1212,One Million Years B.C.
1213,Batman: The Movie
1214,Funeral in Berlin
1215,Fantastic Voyage
1216,Grand Prix
1217,The Chase
1218,The Fortune Cookie
1219,How to Steal a Million
1220,A Funny Thing Happened on the Way to the Forum
1221,Alfie
1222,Manos: The Hands of Fate
1223,The Professionals
1224,The Russians Are Coming the Russians Are Coming
1225,Modesty Blaise
1226,The Bible in the Beginning...
1227,Torn Curtain
1228,The Blue Max
1229,Hawaii
1230,The Silencers
1231,Gambit
1232,The Glass Bottom Boat
1233,A Man and a Woman
1234,Carry on Screaming!
1235,Khartoum
1236,Don't Look Now... We're Being Shot At!
1237,Made in Paris
1238,This Property Is Condemned
1239,Our Man Flint
1240,Dracula: Prince of Darkness
1241,The Group
1242,Murderers' Row
1243,The Rare Breed
1244,Walk Don't Run
1245,Arabesque
1246,Cast a Giant Shadow
1247,Island of Terror
1248,The Face of Another
1249,The Ghost and Mr. Chicken
1250,Duel at Diablo
1251,Closely Watched Trains
1252,Cul-de-sac
1253,Chelsea Girls
1254,Incident at Phantom Hill
1255,Born Free
1256,The Shooting
1257,Ride in the Whirlwind
1258,Mondo Topless
1259,Is Paris Burning?
1260,"Follow Me, Boys!"
1261,"What Did You Do in the War, Daddy?"
1262,"Paradise, Hawaiian Style"
1263,Blood Bath
1264,Georgy Girl
1265,"Kill, Baby... Kill!"
1266,Navajo Joe
1267,The Ugly Dachshund
1268,Tokyo Drifter
1269,Eye of the Devil
1270,"Munster, Go Home!"
1271,Queen of Blood
1272,The Appaloosa
1273,The War Game
1274,Women of the Prehistoric Planet
1275,The Family Way
1276,Le deuxième souffle
1277,Black Girl
1278,Incubus
1279,Spinout
1280,Hot Rods to Hell
1281,The Sword of Doom
1282,Frankie and Johnny
1283,Penelope
1284,Cyborg 2087
1285,The Night of the Grizzly
1286,The Trap
1287,Madame X
1288,Bang! Bang! You're Dead!
1289,The War of the Gargantuas
1290,Return of the Seven
1291,You're a Big Boy Now
1292,Night Games
1293,A Fine Madness
1294,A Big Hand for the Little Lady
1295,The Fear
1296,Rasputin: The Mad Monk
1297,The Witch
1298,Dimension 5
1299,Dead Heat on a Merry-Go-Round
1300,The Hawks and the Sparrows
1301,The Wild Angels
1302,Stagecoach
1303,Ride Beyond Vengeance
1304,The Wrong Box
1305,The Plague of the Zombies
1306,The Reptile
1307,Daleks' Invasion Earth 2150 A.D.
1308,Massacre Time
1309,Mademoiselle
1310,"What's Up, Tiger Lily?"
1311,Black Tight Killers
1312,The Oscar
1313,"Lt. Robin Crusoe, U.S.N."
1314,Thunderbirds Are GO
1315,Rage
1316,The Bed and How to Make It!
1317,Triple Cross
1318,Come Drink with Me
1319,The Fighting Prince of Donegal
1320,She Beast
1321,After the Fox
1322,The Quiller Memorandum
1323,A Man Called Adam
1324,The Hero
1325,The Ghost in the Invisible Bikini
1326,Star Pilot
1327,Gypsy Girl
1328,Dr. Goldfoot and the Girl Bombs
1329,The Red Angel
1330,An Angel for Satan
1331,The Navy vs. the Night Monsters
1332,The Diabolical Dr. Z
1333,Lost Command
1334,The Round-Up
1335,Africa: Blood and Guts
1336,The Bubble
1337,"Ebirah, Horror of the Deep"
1338,The Game Is Over
1339,"My Sister, My Love"
1340,Alvarez Kelly
1341,Texas Across the River
1342,Hunger
1343,Destination Inner Space
1344,Agent for H.A.R.M.
1345,The Black Klansman
1346,Pharaoh
1347,The Man Called Flintstone
1348,Teesri Manzil
1349,Huling-Huli ni kumpare si kumare
1350,Beau Geste
1351,Around the World Under the Sea
1352,Way... Way Out
1353,The Singing Nun
1354,Kiss the Girls and Make Them Die
1355,What's Cooking in Paris
1356,The Wild World of Batwoman
1357,The Hot Month of August
1358,The Dacians
1359,Chamber of Horrors
1360,Chafed Elbows
1361,The Defector
1362,The Creatures
1363,The Hills Run Red
1364,Red Roses of Passion
1365,Young Törless
1366,Venom
1367,Jesse James Meets Frankenstein's Daughter
1368,Tarzan and the Valley of Gold
1369,Assault on a Queen
1370,Kaleidoscope
1371,The Murder Clinic
1372,Picture Mommy Dead
1373,The Hired Killer
1374,The Third Eye
1375,Yngsjömordet
1376,The Brides of Fu Manchu
1377,"The Wild, Wild Planet"
1378,The Undertaker and His Pals
1379,Gunpoint
1380,Psycho-Circus
1381,Morgan!
1382,They're a Weird Mob
1383,A Man Could Get Killed
1384,Rantevou ston aera
1385,Missione speciale Lady Chaplin
1386,Trans-Europ-Express
1387,Here Is Your Life
1388,"The Birds, the Bees and the Italians"
1389,Let's Kill Uncle
1390,Lord Love a Duck
1391,Amrapali
1392,Who Killed the Cat?
1393,Blindfold
1394,Mondo Keyhole
1395,"$1,000 on the Black"
1396,Once Before I Die
1397,Man from Nowhere
1398,The Tall Women
1399,L'armata Brancaleone
1400,Secret Agent Super Dragon
1401,The Queens
1402,Daimajin
1403,The Pornographers
1404,Ambush Bay
1405,Atout coeur à Tokyo pour OSS 117
1406,The Witches
1407,The Great St. Trinian's Train Robbery
1408,Death Curse of Tartu
1409,Terror Beneath the Sea
1410,Gamera vs. Barugon
1411,The Fat Spy
1412,"A Smell of Honey, a Swallow of Brine"
1413,Come imparai ad amare le donne
1414,The Deadly Bees
1415,Secrets of a Windmill Girl
1416,The Psychopath
1417,Moonlighting Wives
1418,Rat Pfink and Boo Boo
1419,"Die Nibelungen, Teil 1 - Siegfried"
1420,The Daydreamer
1421,Sting of Death
1422,Three on a Couch
1423,Il grande colpo dei 7 uomini d'oro
1424,Watch Out for the Automobile
1425,War Between the Planets
1426,Judith
1427,Angelique and the King
1428,The War Is Over
1429,Billy the Kid Versus Dracula
1430,"Texas, Adios"
1431,Who Wants to Kill Jessie?
1432,Invasion
1433,Gammera the Invincible
1434,My Brother's Wife
1435,Stop the World: I Want to Get Off
1436,Mera Saaya
1437,The Spy with a Cold Nose
1438,"Boy, Did I Get a Wrong Number!"
1439,"Not with My Wife, You Don't!"
1440,Girl on a Chain Gang
1441,Violence at Noon
1442,L'enfer sur la plage
1443,Mister Buddwing
1444,Wings
1445,The Girls on F Street
1446,Teesri Kasam
1447,One of Our Spies Is Missing
1448,Dutchman
1449,Line of Demarcation
1450,The War of the Planets
1451,That Riviera Touch
1452,Kid Rodelo
1453,Hip Hot and 21
1454,Moment to Moment
1455,Any Wednesday
1456,Wake Up and Die
1457,Ringo and His Golden Pistol
1458,"Oh, Beautiful Istanbul"
1459,Phool Aur Patthar
1460,10:30 P.M. Summer
1461,"Arrivederci, Baby!"
1462,Sound of Horror
1463,Irezumi
1464,Cartes sur table
1465,"Kimba, the White Lion"
1466,Gogola
1467,Suraj
1468,Left-Handed Fate
1469,The Ugly Ones
1470,An Eye for an Eye
1471,One Spy Too Many
1472,Man on the Spying Trapeze
1473,Let's Not Get Angry
1474,Kutsukake Tokijiro - yukyo ippiki
1475,Fiebre de juventud
1476,Kiss Kiss - Bang Bang
1477,"Shoot Loud, Louder... I Don't Understand"
1478,The Projected Man
1479,The Black Cat
1480,Santa's Christmas Circus
1481,The Frozen Dead
1482,Fireball 500
1483,A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe
1484,Take Me Naked
1485,Adulterio all'italiana
1486,Carriage to Vienna
1487,Return of the Gunfighter
1488,The Texican
1489,The Republic of ShKID
1490,Kriminal
1491,Red Midnight
1492,The Hunt
1493,The Christmas That Almost Wasn't
1494,Misunderstood
1495,Johnny Yuma
1496,Killer's Carnival
1497,The Upper Hand
1498,Samurai Wolf
1499,The Incredible Sex Revolution
1500,By a Man's Face Shall You Know Him
1501,Six Kids and Their Uncle
1502,Anupama
1503,The Treasure of San Gennaro
1504,Little Girls
1505,Falsificadores asesinos
1506,The Priest and the Girl
1507,Las Vegas Hillbillys
1508,Slap af Frede!
1509,Aroused
1510,An American Dream
1511,La mujer perdida
1512,Winnetou and the Crossbreed
1513,Maya
1514,"Who Are You, Polly Maggoo?"
1515,Haiducii
1516,Fort Yuma Gold
1517,Galia
1518,The Venetian Affair
1519,"Scusi, lei è favorevole o contrario?"
1520,Waco
1521,Castle of Evil
1522,Spies Strike Silently
1523,The Sandwich Man
1524,Orlovi rano lete
1525,Seven Guns for the MacGregors
1526,Hotel Paradiso
1527,Red Zone Cuba
1528,Balearic Caper
1529,My Name Is Pecos
1530,New York City... Melting Point
1531,Press for Time
1532,La vida de Pedro Infante
1533,Django Shoots First
1534,Roundabout
1535,For Pete's Sake!
1536,Johnny Colt
1537,Pyar Kiye Jaa
1538,Birds Do It
1539,Woman of the Lake
1540,Nashville Rebel
1541,Taste of Killing
1542,The Sons of Great Bear
1543,Brick and Mirror
1544,Käpy selän alla
1545,Return of Daimajin
1546,Savage Gringo
1547,Tender Scoundrel
1548,"Me, Me, Me... and the Others"
1549,The Idol
1550,The Vulture
1551,A Few Dollars for Django
1552,Operazione Goldman
1553,El hijo de Huracán Ramírez
1554,Warning Shot
1555,Superargo vs. Diabolicus
1556,Out of Sight
1557,"Don't Worry, We'll Think of a Title"
1558,Hallucination Generation
1559,Promise Her Anything
1560,Chappaqua
1561,Johnny Tiger
1562,Paris au mois d'août
1563,Mondo Freudo
1564,The Trygon Factor
1565,An Ace and Four Queens
1566,Johnny Reno
1567,The Swap and How They Make It
1568,A Matter of Resistance
1569,Ah!... Kai namoun antras
1570,Death of a Bureaucrat
1571,"Another Day, Another Man"
1572,Hold On!
1573,Magic Serpent
1574,Aakhri Khat
1575,Tears for Electra
1576,Ladka Ladki
1577,Potem nastapi cisza
1578,The Devil in Love
1579,The Murderer Hides His Face
1580,Sugar Colt
1581,Ekdromi
1582,Tjorven och Mysak
1583,A New World
1584,"Carnaby, M.D."
1585,Intimacy
1586,Agony of Love
1587,Mamta
1588,How to Seduce a Playboy
1589,Dus Lakh
1590,Dil Diya Dard Liya
1591,L'uomo che ride
1592,The Last of the Secret Agents?
1593,Love in Tokyo
1594,Knives of the Avenger
1595,The Sea Pirate
1596,The Devil's Sisters
1597,Kommissar X - Jagd auf Unbekannt
1598,Yankee
1599,Psychedelic Sexualis
1600,Single Room Furnished
1601,Lal Bangla
1602,Time Lost and Time Remembered
1603,Badnam
1604,Los dos rivales
1605,I nostri mariti
1606,Five for Revenge
1607,Unkissed Bride
1608,El mexicano
1609,The Secrets of Sinful Athens
1610,Un uomo a metà
1611,Transit Carlsbad
1612,Abschied von gestern - (Anita G.)
1613,Diplopennies
1614,Teenage Gang Debs
1615,Dil Ne Phir Yaad Kiya
1616,A Bullet Through the Heart
1617,Santa Claus Has Blue Eyes
1618,Massacre of Pleasure
1619,The Three Sisters
1620,The Girl and the Viscount
1621,Fighting Elegy
1622,Ali Baba and 40 Thieves
1623,Bad Girls for the Boys
1624,Finders Keepers
1625,Cash Calls Hell
1626,The Plainsman
1627,Mondo Bizarro
1628,As Long as You've Got Your Health
1629,Prosopo me prosopo
1630,Sunday at Six
1631,Agent 505 - Todesfalle Beirut
1632,Ibulong mo sa hangin
1633,Winnetou und sein Freund Old Firehand
1634,The Golden Bat
1635,The Embryo Hunts in Secret
1636,"Namu, the Killer Whale"
1637,The Naked Fog
1638,Red Tomahawk
1639,El alazán y el rosillo
1640,O papatrehas
1641,Fantom Morrisvillu
1642,Lupe
1643,Silence Has No Wings
1644,Soyas tagsten
1645,Anbe Vaa
1646,Target for Killing
1647,Alice of Wonderland in Paris
1648,The Love Merchant
1649,Bonanza: Ride the Wind
1650,Kým sa skoncí táto noc
1651,Naboerne
1652,Wrath of Daimajin
1653,Couch
1654,Requiem for a Secret Agent
1655,Do Badan
1656,Naked Evil
1657,"Watari, Ninja Boy"
1658,Der var engang
1659,Romeo and Juliet
1660,Furia a Marrakech
1661,Che notte ragazzi!
1662,El fugitivo
1663,Unholy Matrimony
1664,"Run, Appaloosa, Run"
1665,Malkoçoglu
1666,A Report on the Party and Guests
1667,The Monkey Goes West
1668,The Wacky World of James Tont
1669,"Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh"
1670,The Girl with the Hungry Eyes
1671,The Fountain of Love
1672,The Threat
1673,Biradari
1674,Seasons of Our Love
1675,A Nation Awakens
1676,Fumo di Londra
1677,Il ladro della Gioconda
1678,Picnic
1679,Es
1680,Trace of Stones
1681,Kárpáthy Zoltán
1682,The Girl from S.I.N.
1683,Baharen Phir Bhi Aayengi
1684,Agent Joe Walker: Operation Far East
1685,The Dream World of Harrison Marks
1686,Kinjirareta tekunikku
1687,That Woman
1688,Rojo
1689,Father
1690,Woman and Temptation
1691,La llamada
1692,"Dio, come ti amo!"
1693,Jenny Jenny
1694,El Greco
1695,The 'Imp'probable Mr. Wee Gee
1696,I Deal in Danger
1697,Sawan Ki Ghata
1698,Tange Sazen: Hien iaigiri
1699,Egy magyar nábob
1700,The Pad (and How to Use It)
1701,Street Singer
1702,Uccidete Johnny Ringo
1703,Planet of the Female Invaders
1704,The Gentle Rain
1705,Jin pu sa
1706,Galpa Holeo Satyi
1707,Madamigella di Maupin
1708,L'homme de Marrakech
1709,Una mujer sin precio
1710,Kommissar X - Drei gelbe Katzen
1711,Le piacevoli notti
1712,Cuando tú no estás
1713,To Skin a Spy
1714,Sri Krishna Pandaveeyam
1715,Love Is a Woman
1716,Dolgaya schastlivaya zhizn
1717,The Road to Nashville
1718,Killers Are Challenged
1719,Too Young for Love
1720,Asiapol Secret Service
1721,Acompáñame
1722,How to Rob the Bank of Italy
1723,Daniel Boone: Frontier Trail Rider
1724,Le jardinier d'Argenteuil
1725,Happy End am Wolfgangsee
1726,Budtameez
1727,Django Does Not Forgive
1728,Le facteur s'en va-t-en guerre
1729,The Spy Who Loved Flowers
1730,Last Man to Kill
1731,Maitighar
1732,The Spy with Ten Faces
1733,Los cuatro Juanes
1734,Aaye Din Bahar Ke
1735,Gaban
1736,The Forbidden
1737,The Velvet Trap
1738,Calendar Pin-up Girls
1739,Hideg napok
1740,The Uncle
1741,Ramon the Mexican
1742,The Ghost Goes Gear
1743,Brighty of the Grand Canyon
1744,Ninette y un señor de Murcia
1745,Devar
1746,Grave Robbers
1747,Los malvados
1748,Where the Bullets Fly
1749,La dama del alba
1750,The Love Cult
1751,Dollars for a Fast Gun
1752,Falling Leaves
1753,The Thief
1754,Wild Wild Winter
1755,Nebo nashego detstva
1756,"My Daughter, the Socialist"
1757,Do Dil
1758,Maigret à Pigalle
1759,The Notorious Daughter of Fanny Hill
1760,4 Dollars of Revenge
1761,Der Bucklige von Soho
1762,The Magnificent Trio
1763,The Sadistic Lover
1764,Objective 500 Million
1765,El derecho de nacer
1766,The Alley Cats
1767,La ciudad no es para mí
1768,Hot Nights on the Campus
1769,The Steps
1770,Sretni umiru dvaput
1771,Princess Iron Fan
1772,Moment of Terror
1773,Operation White Shark
1774,James Batman
1775,And Now Miguel
1776,Smoky
1777,For One Thousand Dollars Per Day
1778,Lange Beine - lange Finger
1779,Mr. Angel
1780,The Barefoot Prince
1781,Main Wohi Hoon
1782,Lust in the Swamps
1783,Todas as Mulheres do Mundo
1784,Kitchen
1785,Zatoichi's Pilgrimage
1786,E.T. the Extra-Terrestrial
1787,Tootsie
1788,An Officer and a Gentleman
1789,Rocky III
1790,Star Trek II: The Wrath of Khan
1791,48 Hrs.
1792,Poltergeist
1793,The Best Little Whorehouse in Texas
1794,Annie
1795,The Verdict
1796,Gandhi
1797,First Blood
1798,The Toy
1799,Firefox
1800,The Dark Crystal
1801,Conan the Barbarian
1802,The Sword and the Sorcerer
1803,Best Friends
1804,Friday the 13th: Part 3
1805,Richard Pryor: Live on the Sunset Strip
1806,Tron
1807,Blade Runner
1808,Young Doctors in Love
1809,Sophie's Choice
1810,The World According to Garp
1811,Victor/Victoria
1812,Airplane II: The Sequel
1813,Fast Times at Ridgemont High
1814,Some Kind of Hero
1815,Pink Floyd: The Wall
1816,Things Are Tough All Over
1817,Night Shift
1818,Creepshow
1819,The Man from Snowy River
1820,Six Pack
1821,My Favorite Year
1822,The Thing
1823,Deathtrap
1824,Dead Men Don't Wear Plaid
1825,Zapped!
1826,They Call Me Bruce
1827,Death Wish II
1828,Kiss Me Goodbye
1829,Grease 2
1830,The Secret of NIMH
1831,Halloween III: Season of the Witch
1832,Diner
1833,The Beastmaster
1834,Missing
1835,The Entity
1836,Visiting Hours
1837,Vice Squad
1838,Author! Author!
1839,Amityville II: The Possession
1840,Monsignor
1841,Making Love
1842,The Seduction
1843,The House on Sorority Row
1844,Silent Rage
1845,Savannah Smiles
1846,The Year of Living Dangerously
1847,Class Reunion
1848,Hanky Panky
1849,Shoot the Moon
1850,A Midsummer Night's Sex Comedy
1851,Trail of the Pink Panther
1852,If You Could See What I Hear
1853,Night Crossing
1854,The Pirate Movie
1855,The Beast Within
1856,Tex
1857,The Missionary
1858,Cat People
1859,I Ought to Be in Pictures
1860,Fanny and Alexander
1861,Six Weeks
1862,Forced Vengeance
1863,The Last Unicorn
1864,The Soldier
1865,The Border
1866,Evil Under the Sun
1867,Partners
1868,Still of the Night
1869,The Last American Virgin
1870,Megaforce
1871,Personal Best
1872,Paradise
1873,The Grey Fox
1874,Cannery Row
1875,Heidi's Song
1876,Vigilante
1877,Tempest
1878,Summer Lovers
1879,Honkytonk Man
1880,Mortuary
1881,Let's Spend the Night Together
1882,Jekyll and Hyde... Together Again
1883,La Traviata
1884,The Return of Martin Guerre
1885,Wrong Is Right
1886,Fighting Back
1887,Penitentiary II
1888,The Challenge
1889,Homework
1890,Jinxed!
1891,The Final Option
1892,It Came from Hollywood
1893,The King of Comedy
1894,A Stranger Is Watching
1895,A Little Sex
1896,"Yes, Giorgio"
1897,The Night of the Shooting Stars
1898,The Draughtsman's Contract
1899,Pieces
1900,Barbarosa
1901,Koyaanisqatsi
1902,"I, the Jury"
1903,Endangered Species
1904,Turkey Shoot
1905,Losin' It
1906,"Say Amen, Somebody"
1907,The Sender
1908,Lookin' to Get Out
1909,Enigma
1910,Rendezvous in Paris
1911,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean"
1912,L'étoile du Nord
1913,Lonely Hearts
1914,The House Where Evil Dwells
1915,Britannia Hospital
1916,Monty Python Live at the Hollywood Bowl
1917,I'm Dancing as Fast as I Can
1918,Split Image
1919,Five Days One Summer
1920,The Escape Artist
1921,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales
1922,Movie Madness
1923,White Dog
1924,The Time Masters
1925,Hammett
1926,Cane River
1927,"Ladies and Gentlemen, the Fabulous Stains"
1928,Kamikaze 89
1929,The Atomic Cafe
1930,Veronika Voss
1931,Losing Ground
1932,Fitzcarraldo
1933,The Slumber Party Massacre
1934,Forbidden World
1935,Class of 1984
1936,Swamp Thing
1937,Sorceress
1938,Tenebrae
1939,The New York Ripper
1940,Basket Case
1941,Love Strange Love
1942,Los ritos sexuales del diablo
1943,Pandemonium
1944,Querelle
1945,Piranha II: The Spawning
1946,The Black Room
1947,Q: The Winged Serpent
1948,Xtro
1949,Liquid Sky
1950,Burden of Dreams
1951,Raw Force
1952,Parasite
1953,Eating Raoul
1954,Frances
1955,Banana Joe
1956,The Plague Dogs
1957,Bloodtide
1958,Passion
1959,The Slayer
1960,One Dark Night
1961,Manhattan Baby
1962,The Aftermath
1963,The Last Horror Film
1964,The Beach Girls
1965,The Living Dead Girl
1966,Alone in the Dark
1967,Smithereens
1968,Passionate Lovers
1969,Amazon Jail
1970,Space Adventure Cobra
1971,Mansion of the Living Dead
1972,Satan's Baby Doll
1973,Humongous
1974,The Outcasts
1975,Unhinged
1976,Brimstone & Treacle
1977,For Tor's Sake
1978,Identification of a Woman
1979,Nightbeast
1980,1990: The Bronx Warriors
